ATT_ID,ATT_NAME_TH,ATT_NAME_EN,ATT_DETAIL_TH,ATT_TEL,ATT_EMAIL,ATT_START_END,ATT_LOCATION,ATT_WEBSITE,ATT_FACEBOOK,ATT_INSTAGRAM,ATT_TIKTOK,PROVINCE_NAME_TH,DISTRICT_NAME_TH,SUBDISTRICT_NAME_TH,ATT_CATEGORY_LABEL,ATT_TYPE_LABEL
758,น้ำตกก้อน้อย,Ko Noi Waterfall,เป็นน้ำตก ๕ ชั้น สวยงาม สีเขียวมรกต มีลานกางเต็นท์ และจุดชมทิวทัศน์ซึ่งสามารถมองเห็นทิวทัศน์ได้อย่างงดงาม,,,,"17.5360522, 98.8157866999999",,,,,ลำพูน,ลี้,,แหล่งท่องเที่ยวทางธรรมชาติ,น้ำตก
759,หมู่บ้านแกะสลักอำเภอแม่ทา,"Carving Village,Amphoe Mae Tha",เป็นแหล่งผลิตไม้แกะสลักรูปแบบต่าง ๆ เช่น รูปคน รูปสัตว์ เครื่องใช้ภายในบ้าน เครื่องประดับบ้าน ของเล่นเด็ก เป็นอุตสาหกรรมภายในครัวเรือนส่งไปขายยังจังหวัดเชียงใหม่และใกล้เคียง ,,,,"18.4316899, 99.0513630999999",,,,,ลำพูน,แม่ทา,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,หมู่บ้าน
760,พิพิธภัณฑ์ธนาคารไทยลำปาง,ไม่มี,รวบรวมข้อมูลทางประวัติศาสตร์ด้านการเงินการธนาคาร อาคารพิพิธภัณฑ์นี้ในอดีตเคยเป็นบริษัทแบงก์สยามกัมมาจล ทุนจำกัด สาขาลำปาง สมาคมสถาปนิกสยามในพระบรมราชูปถัมภ์ ได้คัดเลือกให้อาคารนี้เป็นอาคารอนุรักษ์ดีเด่นประจำปีพ.ศ. 2540 ธนาคารไทยพาณิชย์ จึงได้ปรับปรุงอาคารดังกล่าวเป็นพิพิธภัณฑ์ธนาคารไทยขึ้น เพื่อเป็นอนุสรณ์สถานอันเอื้อประโยชน์ในการเผยแพร่ความรู้ประวัติการก่อกำเนิดธนาคาร และชั้นล่างจัดแสดงสิ่งของต่างๆ ที่ใช้ในธนาคารในยุคเริ่มก่อตั้ง อาทิเช่น สมุดบัญชีเงินฝาก เคาน์เตอร์ธนาคาร และเครื่องพิมพ์บัญชี ชั้นบนเป็นห้องพักของ  ม.ร.ว.คึกฤทธิ์  ปราโมช สมัยเป็นผู้จัดการสาขาที่นี่ ,0 5422 5062-3,,ทุกวัน,"18.2849392, 99.4847061",,,,,ลำปาง,เมืองลำปาง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,พิพิธภัณฑ์
761,วัดจองคำ พระอารามหลวง,Wat Chong kham Pra Aram Luang,เป็นวัดเก่าแก่สร้างตามแบบอย่างศิลปไทยใหญ่ สิ่งที่โดดเด่นหลังคาทรงประสาท 9 ชั้น และมีศาสนสถานที่สำคัญคือ วิหารหลวงพ่อโต ซึ่งเป็นพระพุทธรูปองค์ใหญ่ที่สุดของแม่ฮ่องสอน สร้างเมื่อ พ.ศ.2477 โดยช่างชาวพม่า ในวิหารเป็นที่ประดิษฐานของหลวงพ่อโตซึ่งเป็นพระประธาน มีขนาดหน้าตักกว้าง 4.85 เมตร สร้างเมื่อ พ.ศ. 2469 โดยช่างฝีมือชาวพม่า และมีพระพุทธรูปขนาดใหญ่ซึ่งจำลองมาจากพระศรีศากยมุนีที่วิหารวัดสุทัศน์ เหตุที่เรียกชื่อวัดจองคำ เนื่องจากเสาวัดประดับด้วยทองคำเปลว,"0 5361 4417 , 0 5361 4494 ",bodhgaya.watchongkham@gmail.com,ทุกวัน 08.00 18.30 น. ,"19.2981761, 97.9678685999999",www.facebook.com/Bodhgaya.Watchongkham,,,,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
762,วัดจองกลาง,Chong Klang Temple,เป็นวัดแฝดของวัดจองคำ ตั้งอยู่ในขอบรั้ววัดเดียวกัน ภายในวิหารมีแท่นประทับสำหรับประดิษฐานองค์พระพุทธสิหิงค์จำลอง ปิดทองทั้งองค์ และภาพเขียนกระจก,"0 5361 4494 , 08 1602 4304 , 0 5361 4417 ",,ทุกวัน 08.00-18.00 น.,"19.29823967164298,97.9673831052246",,,,,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
763,สถานีรถไฟนครลำปาง,Lampang Railway Station, สถานีแห่งนี้เปิดรับขบวนรถไฟโดยสารครั้งแรกในสมัยรัชกาลที่ 6 เมื่อวันที่ 1 เมษายน พ.ศ. 2459 ซึ่งตรงกับวันปีใหม่ไทยในยุคนั้น สมัยนั้นมีเจ้ากรมรถไฟเป็นวิศวกรชาวเยอรมัน เมื่อแรกเริ่มมีรถไฟสายเหนือ สถานีรถไฟนครลำปางคือจุดสิ้นสุดของเส้นทาง สถานีนี้ตั้งอยู่สุดถนนสุเรนทร์ บริเวณสี่แยกบ้านสบตุ๋ย อันเป็นจุดเชื่อมต่อกับถนนสามสายแรกในภาคเหนือของประเทศไทย ต่อมาพื้นที่นาบริเวณชานเมืองได้เปลี่ยนแปลงเป็นพื้นที่เมืองอย่างรวดเร็วเพื่อรองรับความเจริญที่เพิ่มทวีมากขึ้น มีการพัฒนาเส้นทางรถไฟด้วยการขุดเจาะอุโมงค์ขุนตาลผ่านภูเขาและไปถึงนครเชียงใหม่ในพ.ศ. 2464 นครลำปางจึงเป็นศูนย์กลางการขนถ่ายสินค้าจากกรุงเทพฯไปยังภาคเหนือ และลำเลียงสินค้าที่จำเป็นจากภาคเหนือมายังกรุงเทพฯ ส่งผ่านให้ย่านการค้าสบตุ๋ยแห่งนี้มีความเจริญอย่างมาก อาคารโบราณเหล่านี้ยังคงหลงเหลือเป็นมรดกทางสถาปัตยกรรมที่คงรายละเอียดของความสวยงามไว้อย่างครบถ้วนสมบูรณ์ อันเป็นสัญลักษณ์ของเมืองลำปางโดยแท้,0 5431 8648,,ทุกวัน,"18.2797875, 99.4729547",,,,,ลำปาง,เมืองลำปาง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ประวัติความเป็นมา
764,แหล่งทอผ้าหนองเงือก,ไม่มี,เป็นแหล่งผลิตผ้าฝ้ายทอมือ และสินค้าหัตถกรรมพื้นเมืองที่ทำจากผ้าฝ้าย เช่น ปลอกหมอน ม่าน ผ้าปูโต๊ะ เสื้อผ้า ราคาไม่แพง  และยังผลิตส่งไปจำหน่ายยังแหล่งขายของที่ระลึกต่าง ๆ เช่น จังหวัดเชียงใหม่ เป็นต้น,"08 1783 7052, 0 5355 6276, 08 9192 2056 ผู้ใหญ่บ้าน",,,"18.4836998, 98.9085144",,,,,ลำพูน,ป่าซาง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศูนย์การเรียนรู้ฯ (เกี่ยวกับกิจกรรม ผลิตภัณฑ์ และภูมิปัญญาในท้องถิ่น)
765,ชุมชนท่ามะโอ,Tha Ma-o Community,เป็นชุมชนเก่าแก่ของเมือง มีมาตั้งแต่สมัยสมัยที่ชาวพม่าเข้ามาทำการค้าไม้สักกับชาวอังกฤษในจังหวัดลำปาง ในช่วงเวลานั้นได้สร้างบ้านเรือนมากมาย บ้านหลังหนึ่งในจำนวนนั้น คือ บ้านเสานัก&nbsp;,"09 8793 1597, 08 1595 6820 ",,ทุกวัน 08.00-17.00 น. (หากต้องการทำกิจกรรม โทรแจ้งล่วงหน้า 2-3 วัน),"18.2943326, 99.5101475",www.facebook.com/TamaoTravel,,,,ลำปาง,เมืองลำปาง,กล้วยแพะ,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,วิถีชีวิตความเป็นอยู่ (ชุมชน)
766,วัดก้ำก่อ,Kam Ko Temple,(เป็นภาษาไตแปลว่า ดอกบุนนาค) ตั้งอยู่ฝั่งตรงข้ามกับวัดพระนอน เป็นวัดเก่าแก่คู่บ้านคู่เมืองแม่ฮ่องสอน สร้างเมื่อ พ.ศ. 2433 มีลักษณะทางสถาปัตยกรรมงดงามมาก โดยเฉพาะหลังคาคลุมทางเดิน ตั้งแต่ซุ้มทางเข้าไปสู่ศาลา นอกจากนี้ยังมีตำราภาษาไทยใหญ่เกี่ยวกับประวัติศาสตร์ไทยใหญ่กับเจ้าอโนรธามังช่อ ปัจจุบันได้รับการแปลเป็นภาษาไทยโดยพระมหาบุญรักษ์ สุปัญโญ ท่านเจ้าอาวาสวัดนี้ ,"0 5361 2226, 0 5361 1361",,08.00-16.30 น.,"19.29785488339495,97.96377821630858",,,,,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
767,วัดกิตติวงศ์,Kittivong Temple,วัดกิตติวงศ์ ตั้งอยู่ในเขตสุขาภิบาลแม่สะเรียง ถนนวัยศึกษา เป็นที่ประดิษฐานพระบรมสารีริกธาตุที่พระครูกิตตินำมาจากวัดศรีสุพรรณ จังหวัดเชียงใหม่ บานประตูและหน้าต่างของโบสถ์สลักเป็นลวดลายปูนปั้นสวยงาม และยังมีพระคัมภีร์โบราณค้นพบในถ้ำผาแดงริมฝั่งแม่น้ำสาละวินเมื่อ พ.ศ. 2511 จารึกประวัติศาสตร์เกี่ยวกับความสัมพันธ์ของล้านนากับพม่า,0 5368 1198,,ทุกวัน,"18.157833267293785,97.92898150724022",,,,,แม่ฮ่องสอน,แม่สะเรียง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
768,ตลาดรัษฎา,Ratsada Market,"หรือตลาดหัวขัว  เป็นตลาดเช้าที่คึกคักและใหญ่ที่สุดในลำปาง ติดตลาดกันแต่เช้ามืดจนถึงเก้าโมงเช้า มีของขายมากมายทั้งกับข้าวพื้นเมือง ขนมพื้นบ้าน ผลไม้ ของสดตามฤดูกาล เช่น ผักแปลกๆ แมลง เห็ด รวมทั้งของฝากไม่ว่าจะเป็นไส้อั่ว ข้าวแต๋น แคบหมู หมูยอ ตอนเย็นจะมีร้านมาขายบ้าง ส่วนใหญ่เป็นขนม และกับข้าวสำเร็จรูป
 ",0 5423 7237 ต่อ 4105,,"ทุกวัน (รอบที่ 1 04.00-09.00 น., รอบที่ 2 15.00-19.30 น.)","18.2944707, 99.5005673",,,,,ลำปาง,เมืองลำปาง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน
769,วัดพระเจ้าสะเลียมหวาน,Wat Prachaosaleamvan,เป็นวัดที่สวยงาม สร้างขึ้นเมื่อ พ.ศ. 2484 ภายในพระอุโบสถประดิษฐานพระเจ้าสะเลียมหวาน แกะสลักจากไม้สะเดา เป็นที่เคารพสักการะของผู้คนทั่วไป,0 5398 0000,,,"18.3277436, 98.7987115",,,,,ลำพูน,บ้านโฮ่ง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
770,บ้านเสานัก,Ban Sao Nak,เป็นบ้านไม้ที่มีเสาไม้สักมากถึง 116 ต้น จึงเรียกว่าบ้านเสานัก (ตามภาษาพื้นเมือง “นัก” มีความหมายว่า “มาก”) สร้างขึ้นเมื่อ พ.ศ. 2438 โดยหม่องจันโอง ต้นตระกูลจันทร ชวิโรจน์  ลักษณะศิลปะพม่าผสมล้านนา ประกอบด้วยเรือนใหญ่ซึ่งเป็นเรือนหมู่ มีเสาไม้สักรองรับน้ำหนักบ้านถึง 116 ต้น หน้าบ้านมีต้นสารภีอายุ 133 ปี แต่เดิมบ้านเสานักเป็นสถานที่ต้อนรับแขกบ้านแขกเมืองและใช้เป็นสถานที่จัดขันโตกและงานพิธีมงคล  ,"0 5422 7653, 08 6910 7408 , 09 2289 7989 ",baansaonak 116@hotmail.com,ทุกวัน 09.00-17.00 น.,"18.2941048, 99.5080474",www.facebook.com/BaanSaoNak,,,,ลำปาง,เมืองลำปาง,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ประวัติความเป็นมา
771,วัดกลาง,Klang Temple,ภายในวัดมีพระเจดีย์องค์ใหญ่ ศิลปะไทยใหญ่แท้ ประดิษฐานอยู่กลางลานวัด มีเจดีย์ทรงมอญรายล้อมโดยรอบ ใต้เจดีย์ทำเป็นซุ้มประดิษฐานพระพุทธรูปประจำวัน เหนือฐานเจดีย์องค์ใหญ่ทำเป็นมณฑปยอดมงกุฎ,0 5369 9235,,ทุกวัน,"19.3221585, 98.2541155",,,,,แม่ฮ่องสอน,ปาย,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
772,หมู่บ้านกะเหรี่ยงคอยาวบ้านห้วยปูแกง,Huai Pu Kaeng Longneck Karen Village,"หมู่บ้านกะเหรี่ยงคอยาวบ้านห้วยปูแกงที่อพยบจากฝั่งประเทศพม่าเข้ามาอยู่ในไทยเป็นชุมชนที่ค่อนข้างใหญ่และเก่าแก่ และยังคงดำรงวิถีชีวิตแบบชาวกระเหรี่ยงดั้งเดิมอยู่ หมู่บ้านตั้งอยู่ริมน้ำปาย การไปชมกระเหรี่ยงคอยาวที่นี่จำเป็นจะต้องล่องเรือตามแม่น้ำปายเข้าไปตลอด นักท่องเที่ยวสามารถเดินชมภายในหมู่บ้านได้ สามารถพูดคุยและถ่ายรูปกับกะเหรี่ยงคอยาว นอกจากนี้ภายใน หมู่บ้านยังมีของฝากของที่ระลึกจำหน่ายให้กับนักท่องเที่ยวอีกด้วย การล่องเรือทั้งไปและกลับใช้เวลาประมาณ 
1-2 ชั่วโมง ค่าโดยสารเหมาลำจากท่าเรือบ้านห้วยเดื่อไปบ้านห้วยปูแกง ลำละ 600 บาท ติดต่อท่าเรือบ้านห้วยเดื่อ โทร. 0-5368-4160 ทุกวันเวลา 09.00 – 17.00 น.
",พ่อหลวงหน่อง (บ้านห้วยปูแกง) 082-190-1765,,ทุกวัน,"19.236726507731642,97.89410591125488",,,,,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,วิถีชีวิตความเป็นอยู่ (ชุมชน)
773,วัดพระเจ้าตนหลวง,Wat Prachaotonluang,วัดนี้เป็นวัดที่ประดิษฐานพระพุทธรูปโบราณขนาดหน้าตักกว้าง 7.5 เมตร สูงตั้งแต่ฐานถึงเมาลี 9.5 เมตร สร้างขึ้นเมื่อ พ.ศ. 1909 โดยพระเถระสิริราชวโส เพื่อหลีกเคราะห์กรรม และภัยพิบัติ จึงมีฉายาว่า &ldquo;พระเจ้าหลีกเคราะห์&rdquo; อีกชื่อหนึ่ง,0 5359 5076,,08.00-16.30 น.,"18.3673458, 98.7743529999999",,,,,ลำพูน,บ้านโฮ่ง,บ้านโฮ่ง,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
774,วัดประตูป่อง,Wat Pratu Pong,วัดประตูป่อง ตั้งอยู่ถนนป่าไม้ ตำบลเวียงเหนือ อำเภอเมือง เจดีย์วิหารสร้างเมื่อ พ.ศ. 2409 โดยเจ้าญาณรังสี ผู้ครองนครลำปาง โบสถ์เป็นฝีมือช่างสิบสองปันนา มีศิลปะจีนผสม วัดนี้มีสิ่งสำคัญทางประวัติศาสตร์ คือ ประตูเมืองโบราณ (ประตูป่อง) มีซากหอรบสมัยพระยากาวิละครองนครลำปาง เป็นปราการต่อสู้ทัพพม่าครั้งสำคัญเมื่อพ.ศ. 2330 ในฝั่งเมืองด้านเหนือนี้เป็นที่ตั้งค่ายพม่าที่ยกพลมาล้อมเมือง ห่างจากที่ตั้งเมืองประมาณ 8 กิโลเมตร,0 5423 7237 ต่อ 4105,,"ทุกวัน 08.30 น. - 18.00 น.
","18.2951941, 99.5054768999999",,,,,ลำปาง,เมืองลำปาง,กล้วยแพะ,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,กำแพงเมือง/คูเมือง
775,วัดกู่เต้า,Wat Ku Tao,เดิมชื่อว่า &ldquo;วัดเวฬุวนาราม&rdquo; ไม่มีประวัติแน่ชัดว่าวัดแห่งนี้สร้างขึ้นในสมัยใด แต่พงศาวดารโยนกกล่าวถึงวัดแห่งนี้ว่า หลังจากที่พระเจ้าบุเรงนอง กษัตริย์พม่า ตีเอาหัวเมืองเหนือทั้งหลายได้แล้ว ก็ส่งพระราชโอรสพระนามว่า &ldquo;พระเจ้านรธาเมงสอ&rdquo; มาปกครองเมืองเชียงใหม่ในฐานะเมืองประเทศราชในระหว่างปี พ.ศ. ๒๑๒๒ &ndash; ๒๑๕๖ เพื่อคอยควบคุมเจ้านายฝ่ายเหนือไม่ให้กระด้างกระเดื่อง (เฉลิมพระนามใหม่ว่า &ldquo;เจ้าฟ้าสารวดี&rdquo;) เมื่อเจ้าฟ้าสารวดีสิ้นพระชนม์ลง พระอนุชาถวายเพลิงพระศพอย่างสมพระเกียรติ แล้วโปรดให้สร้างเจดีย์กู่เต้าขึ้น เพื่อบรรจุอัฐิและพระอังคารธาตุของพระองค์ แล้วจึงโปรดให้สร้างพระอารามขึ้นในบริเวณนั้น ซึ่งก็คือ &ldquo;วัดกู่เต้า&rdquo; ในปัจจุบัน เจดีย์กู่เต้ามีลักษณะคล้ายการนำผลแตงโม (ชาวล้านนาเรียกแตงโมว่า &ldquo;บะเต้า&rdquo;) หรือบาตรคว่ำมาวางซ้อนกัน ๕ ลูก อันเป็นสัญลักษณ์แทนพระพุทธเจ้า ๕ พระองค์ ได้แก่ พระกกุสันโธ พระโกนาคมโน พระกัสสโป พระโคตโม และพระอริยเมตไตยโย องค์เจดีย์แต่ละชั้นประดับด้วยกระจกสีเป็นลวดลายดอกไม้ขนาดเล็ก มีซุ้มประดิษฐานพระพุทธรูปทั้งสี่ด้าน บนยอดมีเจดีย์สีทององค์เล็ก และประดับด้วยยอดฉัตร คล้ายเจดีย์ศิลปะพม่า นักวิชาการสันนิษฐานว่าเดิมคงเป็นเพียงเจดีย์ก่ออิฐถือปูน การประดับกระเบื้องสีบนเจดีย์น่าจะเพิ่งทำขึ้นใหม่ระหว่างการบูรณะพระเจดีย์ในสมัยรัชกาลที่ ๕ แห่งกรุงรัตนโกสินทร์ เนื่องจากการประดับองค์พระเจดีย์ด้วยกระเบื้องสี และถ้วยชามนั้น เป็นเอกลักษณ์ของการสร้างพระเจดีย์ในสมัยรัตนโกสินทร์ตอนต้น นอกจากพระเจดีย์กู่เต้าเอกลักษณ์สำคัญของวัดแล้ว พระวิหารหลวง เป็นอาคารอีกแห่งหนึ่งที่น่าสนใจ พระวิหารสร้างด้วยรูปแบบสถาปัตยกรรมรัตนโกสินทร์ หลังคาทรงเครื่องแบบวัดไทยในภาคกลางลดหลั่นกัน 3 ชั้น หน้าบันตกแต่งด้วยลวดลายปูนปั้น สวยงามมาก พระประธานในพระวิหารเป็นพระพุทธรูปทรงเครื่องทอง เครื่องทรงของพระพุทธรูปลวดลายวิจิตรงดงาม แสดงถึงอิทธิพลของศิลปะพม่าอย่างชัดเจน,"053 211 842, 097974 0240",,6.00-23.00 หยุดวันอาทิตย์,"18.8023373, 98.98838769999999",,,,,เชียงใหม่,เมืองเชียงใหม่,ช้างเผือก,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
776,พระธาตุดอยห้างบาตร,Phrathat Doi Hang Bat,เมื่อถึงหมู่บ้านไซใต้ จะเห็นพระธาตุดอยห้างบาตรอยู่ทางขวามือ เป็นเจดีย์ทรงจตุรมุขสีขาว มีฉัตรทองอยู่ยอดเจดีย์ ไม่ปรากฏหลักฐานว่าสร้างเมื่อไร ตามตำนานเล่าว่าสมัยพุทธกาลพระสัมมาสัมพุทธเจ้าเสด็จมายังดอยลูกนี้และเตรียมเสด็จออกบิณฑบาตโปรดสัตว์  ซึ่งการเตรียมบาตรภาษาพื้นเมืองเรียกว่า “ห้างบาตร” ปรากฏร่องรอยห้างบาตรอยู่เป็นหลุมลึกลงไปในหินดินดานและมีมณฑปครอบไว้ พระธาตุแห่งนี้อยู่บนยอดดอยจึงสามารถมองเห็นทิวทัศน์เบื้องล่างได้ไกล ,"0 5398 4705, 08 5711 4086",,,"18.6774578, 99.1539123",,,,,ลำพูน,บ้านธิ,,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ชุมชนโบราณ/โบราณสถาน/โบราณวัตถุ
777,บ้านสวนเซรามิค,Ban Suan Ceramics,บรรยากาศร่มรื่นตกแต่งบ้านเป็นสถานที่แสดงสินค้า ผนังด้านนอกและด้านในประดับด้วยผลิตภัณฑ์ศิลาดล ,"0 5433 6130  082-9375776,082-9385776  095 649 7941",methee02@gmail.com,"จันทร์-ศุกร์ เวลา 08:00-17:00,เสาร์ เวลา 08:00-17:00","18.3162519, 99.3683635",www.baansuanceramic.com,,,,ลำปาง,เมืองลำปาง,,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ห้างสรรพสินค้า/แหล่งช้อปปิ้ง/ตลาดสด/ตลาดนัด/ถนนคนเดิน
778,รุ่งอรุณน้ำพุร้อน,Rungarun Hot Spring,"มีค่าบริการในการเข้าขม โดยคิดค่าบริการบัตรผ่านประตูผู้ใหญ่ท่านละ 20 บาท เด็กท่านละ 10 บาท เป็นค่าชมสวนดอกไม้ และหินยักษ์รูปสัตว์ต่างๆ และน้ำพุร้อน ส่วนบริการอื่นๆ ด้านใน เช่น อบไอน้ำ, อบซาวน่า, นวดตัว &ndash; นวดหน้า, นวดแผนโบราณ, นวดฝ่าเท้า, อบสมุนไพรน้ำแร่, นวดน้ำมันหอมระเหย, พอกโคลนน้ำแร่, จากุซี่ และสระว่ายน้ำ)",081 764 2350,,ทุกวัน 09.00 - 19.00,"18.8190841, 99.22438810000001",,,,,เชียงใหม่,แม่ออน,บ้านสหกรณ์,แหล่งท่องเที่ยวทางธรรมชาติ,น้ำพุร้อน/บ่อน้ำร้อน/ธารน้ำ
779,ถ้ำหลวงผาเวียง,Tham Luang Pha Wieng,เป็นถ้ำที่มีความสวยงามภายในถ้ำแบ่งออกเป็น 8 ห้อง เช่น ลานรมณีย์เป็นห้องกว้างมีแสงสว่างจากปากถ้ำส่องถึง อัคนีโขดเขิน เป็นห้องที่มีร่องรอยการพังทะลายของหินงอกหินย้อย และ เนินไศลงามตา เป็นเนินดินสลับกับก้อนหินตั้ง เป็นต้น ภายในถ้ำจะติดไฟฟ้าไว้บริการ,-,,08.00-17.00 น.,"18.2214756, 98.8596435",,,,,ลำพูน,บ้านโฮ่ง,บ้านโฮ่ง,แหล่งท่องเที่ยวทางธรรมชาติ,ถ้ำ
780,วัดศรีดอนชัย,Wat Sridonchai,จากคำบอกเล่าของผู้ใหญ่บ้านและผู้อาวุโสในหมู่บ้านได้ให้รายละเอียดเกี่ยวกับประวัติในหมู่บ้านศรีดอนชัยว่าในสมัยก่อนอุ้ยเฮือง จากหมู่บ้านสันป่าเลียง จังหวัดเชียงใหม่ เดินทางขี่ช้างมาบริเวณที่ตั้งของหมู่บ้านพร้อมผู้ติดตาม สังเกตเห็นพื้นที่บริเวณดังกล่าวเป็นที่ดอน น้ำท่วมไม่ถึงเหมาะแก่การสร้างที่พัก จึงได้จัดทำห้างร้านเพื่อพักอาศัยชั่วคราว ต่อมาได้มีชาวบ้าน ที่อาศัยอยู่ริมแม่น้ำกวง ซึ่งเป็นพื้นที่ลุ่มมีน้ำท่วมเห็นว่า บริเวณที่ตั้งของหมู่บ้านน้ำท่วมไม่ถึง&nbsp; จึงอพยพมาอยู่บริเวณดังกล่าว จึงเกิดเป็นชุมชนหมู่บ้านและได้เรียกชื่อหมู่บ้านในยุคนั้นว่า &ldquo;บ้านสันดอนใจ&rdquo;บ้างก็เรียกว่า&ldquo;สลีดอนชัย&rdquo;และต่อมาได้มีชื่อหมู่บ้านอย่างเป็นทางการว่า &ldquo;หมู่บ้านศรีดอนชัย หมู่ที่ 8 ตำบลบ้านธิ&nbsp; อำเภอบ้านธิ จังหวัดลำพูน&rdquo; ซึ่งประกอบด้วยป๊อกบ้านดังนี้ ป๊อกบ้านใหม่กู่ป่าลาน ป๊อกสันมะนะ&nbsp; ป๊อกสันขวาง&nbsp; ป๊อกสันใจ ป๊อกหัวนา ป๊อกบวกป้าน โดยคนในชุมชนส่วนใหญ่เป็นคนพื้นเมือง พูดภาษาคำเมืองและมีนามสกุลหลักคือ &ldquo;สมบูรณ์ชัย&rdquo; วัดศรีดอนชัย เป็นที่ประดิษฐาน พระพุทธรูปปางลีลาสูง 59 ศอก ที่สูงและใหญ่ที่สุดในภาคเหนือ สร้างขึ้นจากศรัทธาของประชาชนชาวไทยและชาวต่างประเทศที่เลื่อมใสศรัทธาปี พ.ศ. 2538 โดยมีวัตถุประสงค์เพื่อถวายเป็นพระราชกุศล เนื่องในวโรกาสที่พระบาทสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดช ทรงครองราชย์เป็นปีที่ 50 และพระองค์ทรงพระราชทานนามว่า พระพุทธเฉลิมสิริราช,09 5452 8857,,ทุกวัน 05.30-19.00 น.,"18.6485415, 99.1088377999999",www.facebook.com/104263077876677/,,,,ลำพูน,บ้านธิ,บ้านธิ,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
781,ค่ายฝึกการรบพิเศษประตูผา,ไม่มี,เป็นหน่วยทหารจัดนำเที่ยวเดินป่าเชิงอนุรักษ์ในพื้นที่ค่ายและบริเวณใกล้เคียงจัดฝึกอบรมวิชาการเดินป่า แนะนำการดำรงชีวิตในป่า,0 5424 7712,,08.30 - 16.30 น.,"18.482294614288904, 99.80976878556147",,,,,ลำปาง,แม่เมาะ,จางเหนือ,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์กีฬา/สนามกีฬาสถานที่ทางการกีฬาทางบก/ทางน้ำ/ทางอากาศ
